idx	word	raw	pos	infl	lookup	parent	deri	idk	js
41.34	qavaghtestuuq#V	qavaghtestuuq	V	[Ind.Intr]^[3Sg]		41	+(te)ste(CmpdVbl)		{}
41.35	qavaghtesugtuuq#V	qavaghtesugtuuq	V	[Ind.Intr]^[3Sg]		41	+(te)sug(CmpdVbl)		{}
41.36	qavatuuq#V	qavatuuq	V	[Ind.Intr]^[3Sg]		41	__u(V__)		{}
41.37	qavaghviik#N	qavaghviik	N	[Abs.Sg]		41	@~fvig(V__)		{}
41.38	qavaghyaghqaq#N	qavaghyaghqaq	N	[Abs.Sg]		41	@~fyaghqagh(V__)		{}
41.39	qaviisquuq#V	qaviisquuq	V	[Ind.Intr]^[3Sg]		41	~sf:(e)sqe(CmpdVbl)		{}
41.4	qaviigwatuuq#V	qaviigwatuuq	V	[Ind.Intr]^[3Sg]		41	@~:(ng)igate(V__)		{}
41.41	qavaghnaaq#V	qavaghnaaq	V	[Ind.Intr]^[3Sg]		41	@~fna(V__)		{}
41.42	qavanghituuq#V	qavanghituuq	V	[Ind.Intr]^[3Sg]		41	@__ghite(V__)		{}
41.43	qavaamaaq#V	qavaamaaq	V	[Ind.Intr]^[3Sg]		41	@~:(i/u)ma(V__)		{}
41.44	qavaghnaaq#V	qavaghnaaq	V	[Ind.Intr]^[3Sg]		41	@~fna(V__)		{}
41.45	qavaamaaq#V	qavaamaaq	V	[Ind.Intr]^[3Sg]		41	@~:(i/u)ma(V__)		{}
41.46	qavaghaquuq#V	qavaghaquuq	V	[Ind.Intr]^[3Sg]		41	~(g)aqe(V__)		{}
41.47	qavaghllequuq#V	qavaghllequuq	V	[Ind.Intr]^[3Sg]		41	@lleqe(V__)		{}
41.48	qavaghnaquuq#V	qavaghnaquuq	V	[Ind.Intr]^[3Sg]		41	@~fnaqe(V__)		{}
41.49	qavaghyugtuuq#V	qavaghyugtuuq	V	[Ind.Intr]^[3Sg]		41	@~fyug(V__)		{}
41.5	qavanghituuq#V	qavanghituuq	V	[Ind.Intr]^[3Sg]		41	@__ghite(V__)		{}
41.51	qavapagunghilnguuq#N	qavapagunghilnguuq	N	[Abs.Sg]		41.5	@ngugh(V__)		{}
									
42	paayghiiq#V	paayghiiq	V	[Ind.Intr]^[3Sg]					{}
42.1	paayghisquuq#V	paayghisquuq	V	[Ind.Intr]^[3Sg]		42	~sf:(e)sqe(CmpdVbl)		{}
42.2	paayghisquuq#V	paayghisquuq	V	[Ind.Intr]^[3Sg]		42	~sf:(e)sqe(CmpdVbl)		{}
									
43	panikuuq#V	panikuuq	V	[Ind.Intr]^[3Sg]					{}
43.1	panikeftuuq#V	panikeftuuq	V	[Ind.Intr]^[3Sg]		43	+(pete)fte(V__)		{}
									
44	utaqaaq#V	utaqaaq	V	[Ind.Intr]^[3Sg]					{}
44.1	utaqiiguuq#V	utaqiiguuq	V	[Ind.Intr]^[3Sg]		44	~i(V__)		{}
44.2	utaqiigwaquuq#V	utaqiigwaquuq	V	[Ind.Intr]^[3Sg]		44.1	~(g)aqe(V__)		{}
44.3	utaqiigwaqeftuuq#V	utaqiigwaqeftuuq	V	[Ind.Intr]^[3Sg]		44.2	+(pete)fte(V__)		{}
									
45	iyataghtuuq#V	iyataghtuuq	V	[Ind.Intr]^[3Sg]					{}
45.1	iyataghpetuuq#V	iyataghpetuuq	V	[Ind.Intr]^[3Sg]		45	+(pete)fte(V__)		{}
45.2	iyataghpetuuq#V	iyataghpetuuq	V	[Ind.Intr]^[3Sg]		45	+(pete)fte(V__)		{}
45.3	iyataghaquuq#V	iyataghaquuq	V	[Ind.Intr]^[3Sg]		45	~(g)aqe(V__)		{}
45.4	iyataghllaguuq#V	iyataghllaguuq	V	[Ind.Intr]^[3Sg]		45	__hllagu(V__)		{}
45.5	iyataghllaguuq#V	iyataghllaguuq	V	[Ind.Intr]^[3Sg]		45	__hllagu(V__)		{}
45.6	iyataghnaaq#N	iyataghnaaq	N	[Abs.Sg]		45	@~fnagh(EMO__)		{}
45.7	iyataghtestuuq#V	iyataghtestuuq	V	[Ind.Intr]^[3Sg]		45	+(te)ste(CmpdVbl)		{}
45.8	iyataamaaq#V	iyataamaaq	V	[Ind.Intr]^[3Sg]		45	@~:(i/u)ma(V__)		{}
45.9	iyataan#N	iyataan	N	[Abs.Sg]		45	@~:(u)te(V__)		{}
45.1	iyataghpetuuq#V	iyataghpetuuq	V	[Ind.Intr]^[3Sg]		45	+(pete)fte(V__)		{}
45.11	iyataghpetuuq#V	iyataghpetuuq	V	[Ind.Intr]^[3Sg]		45	+(pete)fte(V__)		{}
45.12	iyataghniiq#V	iyataghniiq	V	[Ind.Intr]^[3Sg]		45	@~fni(CmpdVbl)		{}
45.13	iyataghniiq#V	iyataghniiq	V	[Ind.Intr]^[3Sg]		45	@~fni(CmpdVbl)		{}
									
46	maqalla#N	maqalla	N	[Abs.Sg]					{}
46.1	maqallaghllaak#N	maqallaghllaak	N	[Abs.Sg]		46	__hllag(N__)		{}
46.2	maqallaghllaguuq#V	maqallaghllaguuq	V	[Ind.Intr]^[3Sg]		46.1	~:(ng)u(N__)		{}
46.3	maqallaghllaguftuuq#V	maqallaghllaguftuuq	V	[Ind.Intr]^[3Sg]		46.2	+(pete)fte(V__)		{}
									
47	neqekrangllaghtuuq#V	neqekrangllaghtuuq	V	[Ind.Intr]^[3Sg]					{}
47.1	neqekrangllaghviik#N	neqekrangllaghviik	N	[Abs.Sg]		47	@~fvig(V__)		{}
47.2	neqekrangllaghllaguuq#V	neqekrangllaghllaguuq	V	[Ind.Intr]^[3Sg]		47	__hllagu(V__)		{}
47.3	neqekrangllaghvilguuq#V	neqekrangllaghvilguuq	V	[Ind.Intr]^[3Sg]		47.2	__gu(N__)		{}
47.4	neqekrangllaghllaguftuuq#V	neqekrangllaghllaguftuuq	V	[Ind.Intr]^[3Sg]		47.3	+(pete)fte(V__)		{}
47.5	neqekrangllaghvilguftuuq#V	neqekrangllaghvilguftuuq	V	[Ind.Intr]^[3Sg]		47.4	+(pete)fte(V__)		{}
									
48	gaaghtuuq#V	gaaghtuuq	V	[Ind.Intr]^[3Sg]					{}
48.1	gaaghviik#N	gaaghviik	N	[Abs.Sg]		48	@~fvig(V__)		{}
48.2	gaaghta#N	gaaghta	N	[Abs.Sg]		48	+(s)ta(V__)		{}
48.3	gaaghesquuq#V	gaaghesquuq	V	[Ind.Intr]^[3Sg]		48	~sf:(e)sqe(CmpdVbl)		{}
48.4	gaaghutuuq#V	gaaghutuuq	V	[Ind.Intr]^[3Sg]		48	@~:(u)te(V__)		{}
48.5	gaaqayuuk#N	gaaqayuuk	N	[Abs.Sg]		48	~__ayug(V__)		{}
48.6	gaaqayugwuuq#V	gaaqayugwuuq	V	[Ind.Intr]^[3Sg]		48	@~_(g)kayugu(V__)		{}
48.7	gaaghigwatuuq#V	gaaghigwatuuq	V	[Ind.Intr]^[3Sg]		48	@~:(ng)igate(V__)		{}
48.8	gaanghituuq#V	gaanghituuq	V	[Ind.Intr]^[3Sg]		48	@__ghite(V__)		{}
48.9	gaanghituuq#V	gaanghituuq	V	[Ind.Intr]^[3Sg]		48	@__ghite(V__)		{}
48.1	gaaghviguuq#V	gaaghviguuq	V	[Ind.Intr]^[3Sg]		48.9	~:(ng)u(N__)		{}
48.11	gaaqayugwullequuq#V	gaaqayugwullequuq	V	[Ind.Intr]^[3Sg]		48.1	@lleqe(V__)		{}
48.12	gaaqayugwullequuq#V	gaaqayugwullequuq	V	[Ind.Intr]^[3Sg]		48.1	@lleqe(V__)		{}
48.13	gaaghviguftuuq#V	gaaghviguftuuq	V	[Ind.Intr]^[3Sg]		48.12	+(pete)fte(V__)		{}
									
49	qavaghniiq#V	qavaghniiq	V	[Ind.Intr]^[3Sg]					{}
49.1	qavaghniftuuq#V	qavaghniftuuq	V	[Ind.Intr]^[3Sg]		49	+(pete)fte(V__)		{}
49.2	qavaghniftuuq#V	qavaghniftuuq	V	[Ind.Intr]^[3Sg]		49	+(pete)fte(V__)		{}
									
50	neghtuuq#V	neghtuuq	V	[Ind.Intr]^[3Sg]					{}
50.1	neghaquuq#V	neghaquuq	V	[Ind.Intr]^[3Sg]		50	~(g)aqe(V__)		{}
50.2	neghyugtuuq#V	neghyugtuuq	V	[Ind.Intr]^[3Sg]		50	@~fyug(V__)		{}
50.3	neghumaaq#V	neghumaaq	V	[Ind.Intr]^[3Sg]		50	@~:(i/u)ma(V__)		{}
50.4	neghlaataquuq#V	neghlaataquuq	V	[Ind.Intr]^[3Sg]		50	@laataqu(V__)		{}
50.5	neghmiquuq#V	neghmiquuq	V	[Ind.Intr]^[3Sg]		50	@~fmiqe(CmpdVbl)		{}
50.6	neghnasiightuuq#V	neghnasiightuuq	V	[Ind.Intr]^[3Sg]		50	@~fnasiigh(V__)		{}
50.7	neneghlluuk#N	neneghlluuk	N	[Abs.Sg]		50	@~f__eghllug(V__)		{}
50.8	nenaaq#N	nenaaq	N	[Abs.Sg]		50	@~f__egh(V__)		{}
50.9	nenaaq#N	nenaaq	N	[Abs.Sg]		50	@~f__egh(V__)		{}
50.1	neghigwatuuq#V	neghigwatuuq	V	[Ind.Intr]^[3Sg]		50	@~:(ng)igate(V__)		{}
50.11	neghinaghtuuq#V	neghinaghtuuq	V	[Ind.Intr]^[3Sg]		50	:(ng)inagh(V__)		{}
50.12	neghinaghtuuq#V	neghinaghtuuq	V	[Ind.Intr]^[3Sg]		50	:(ng)inagh(V__)		{}
50.13	neqiinaghtuuq#V	neqiinaghtuuq	V	[Ind.Intr]^[3Sg]		50	__iinagh(V__)		{}
50.14	nequmtaaq#N	nequmtaaq	N	[Abs.Sg]		50	~__umtaagh(V__)		{}
50.15	nequmtaaq#N	nequmtaaq	N	[Abs.Sg]		50	~__umtaagh(V__)		{}
50.16	neragkiightuuq#V	neragkiightuuq	V	[Ind.Intr]^[3Sg]		50	@~f__agkiigh(V__)		{}
50.17	nerakegtuuq#V	nerakegtuuq	V	[Ind.Intr]^[3Sg]		50	@~f__akegte(V__)		{}
50.18	neghviik#N	neghviik	N	[Abs.Sg]		50	@~fvig(V__)		{}
50.19	neragkiightuuq#V	neragkiightuuq	V	[Ind.Intr]^[3Sg]		50	@~f__agkiigh(V__)		{}
50.2	neghumaaq#V	neghumaaq	V	[Ind.Intr]^[3Sg]		50	@~:(i/u)ma(V__)		{}
50.21	neghumaaq#V	neghumaaq	V	[Ind.Intr]^[3Sg]		50	@~:(i/u)ma(V__)		{}
50.22	neghviik#N	neghviik	N	[Abs.Sg]		50	@~fvig(V__)		{}
50.23	neghllagtuuq#V	neghllagtuuq	V	[Ind.Intr]^[3Sg]		50	__hllag(V__)		{}
50.24	neghyugaquuq#V	neghyugaquuq	V	[Ind.Intr]^[3Sg]		50.23	~(g)aqe(V__)		{}
50.25	neghyuka#N	neghyuka	N	[Abs.Sg]		50.23	@~_(g)ke(V__)		{}
50.26	neghyugigwatuuq#V	neghyugigwatuuq	V	[Ind.Intr]^[3Sg]		50.23	@~:(ng)igate(V__)		{}
50.27	neghyugniiq#V	neghyugniiq	V	[Ind.Intr]^[3Sg]		50.23	@~fni(CmpdVbl)		{}
50.28	neghyugnaanghituuq#V	neghyugnaanghituuq	V	[Ind.Intr]^[3Sg]		50.23	@~fnaanghite(V__)		{}
50.29	nequmtaaghuuq#V	nequmtaaghuuq	V	[Ind.Intr]^[3Sg]		50.28	~:(ng)u(N__)		{}
50.3	neghllagnaquuq#V	neghllagnaquuq	V	[Ind.Intr]^[3Sg]		50.29	@~fnaqe(V__)		{}
									
51	ateghtuuq#V	ateghtuuq	V	[Ind.Intr]^[3Sg]					{}
51.1	aatghaquuq#V	aatghaquuq	V	[Ind.Intr]^[3Sg]		51	~(g)aqe(V__)		{}
51.2	aatqaaguuq#V	aatqaaguuq	V	[Ind.Intr]^[3Sg]		51	@~_(g)kau(V__)		{}
									
52	nenglaghtuuq#V	nenglaghtuuq	V	[Ind.Intr]^[3Sg]					{}
52.1	nenglaghaquuq#V	nenglaghaquuq	V	[Ind.Intr]^[3Sg]		52	~(g)aqe(V__)		{}
52.2	nenglaghaquuq#V	nenglaghaquuq	V	[Ind.Intr]^[3Sg]		52	~(g)aqe(V__)		{}
52.3	nenglaghnaghtuuq#V	nenglaghnaghtuuq	V	[Ind.Intr]^[3Sg]		52	@~fnagh(EMO__)		{}
52.4	nenglaghnaaq#N	nenglaghnaaq	N	[Abs.Sg]		52	@~fnagh(EMO__)		{}
52.5	nenglangestaghtuuq#V	nenglangestaghtuuq	V	[Ind.Intr]^[3Sg]		52	__gestagh(V__)		{}
52.6	nenglangestaghtuuq#V	nenglangestaghtuuq	V	[Ind.Intr]^[3Sg]		52	__gestagh(V__)		{}
52.7	nenglaghsaghaghtuuq#V	nenglaghsaghaghtuuq	V	[Ind.Intr]^[3Sg]		52	#NAME?		{}
52.8	nenglaatkuuq#V	nenglaatkuuq	V	[Ind.Intr]^[3Sg]		52	@~:(u)tke(V__)		{}
52.9	nenglaghyukuuq#V	nenglaghyukuuq	V	[Ind.Intr]^[3Sg]		52	@~fyuke(CmpdVbl)		{}
52.1	nenglaghaquuq#V	nenglaghaquuq	V	[Ind.Intr]^[3Sg]		52	~(g)aqe(V__)		{}
52.11	nenglaghaquuq#V	nenglaghaquuq	V	[Ind.Intr]^[3Sg]		52	~(g)aqe(V__)		{}
52.12	nenglaquuq#V	nenglaquuq	V	[Ind.Intr]^[3Sg]		52	~__e(EMO__)		{}
52.13	nenglaqesnanightuuq#V	nenglaqesnanightuuq	V	[Ind.Intr]^[3Sg]		52.12	+(te)snanigh(CmpdVbl)		{}
									
53	aviiguuq#V	aviiguuq	V	[Ind.Intr]^[3Sg]					{}
53.1	aviigwaquuq#V	aviigwaquuq	V	[Ind.Intr]^[3Sg]		53	~(g)aqe(V__)		{}
									
54	aghnaaq#N	aghnaaq	N	[Abs.Sg]					{}
54.1	aghnaghhaaq#N	aghnaghhaaq	N	[Abs.Sg]		54	__hhagh*(N__)		{}
54.2	aghniinaaq#N	aghniinaaq	N	[Abs.Sg]		54	~:(ng)inagh*(N__)		{}
54.3	aghnaaguuq#V	aghnaaguuq	V	[Ind.Intr]^[3Sg]		54	~:(ng)u(N__)		{}
54.4	aghnaraaghinaaq#N	aghnaraaghinaaq	N	[Abs.Sg]		54	__aaghinagh*(N__)		{}
54.5	aghnastaghhiinaaq#N	aghnastaghhiinaaq	N	[Abs.Sg]		54	__taghhiinagh*(N__)		{}
54.6	aghnastaghhiinaaq#N	aghnastaghhiinaaq	N	[Abs.Sg]		54	__taghhiinagh*(N__)		{}
54.7	aghnaqlu#N	aghnaqlu	N	[Abs.Sg]		54	#NAME?		{}
54.8	aghnaaguuq#V	aghnaaguuq	V	[Ind.Intr]^[3Sg]		54	~:(ng)u(N__)		{}
54.9	aghnaaguuq#V	aghnaaguuq	V	[Ind.Intr]^[3Sg]		54	~:(ng)u(N__)		{}
54.1	aghnastaghhiinaaguuq#V	aghnastaghhiinaaguuq	V	[Ind.Intr]^[3Sg]		54.9	~:(ng)u(N__)		{}
54.11	aghnaagwaquuq#V	aghnaagwaquuq	V	[Ind.Intr]^[3Sg]		54.1	~(g)aqe(V__)		{}
									
55	qikmiiq#N	qikmiiq	N	[Abs.Sg]					{}
55.1	qikmighhaaq#N	qikmighhaaq	N	[Abs.Sg]		55	__hhagh*(N__)		{}
55.2	qikmiqegtaaq#N	qikmiqegtaaq	N	[Abs.Sg]		55	~__egtagh(N__)		{}
55.3	qikmilek#N	qikmilek	N	[Abs.Sg]		55	__eg(N__)		{}
55.4	qikmilgightuuq#V	qikmilgightuuq	V	[Ind.Intr]^[3Sg]		55	__gigh(N__)		{}
55.5	qikmiluuk#N	qikmiluuk	N	[Abs.Sg]		55	__ug(N__)		{}
55.6	qikmimsiiq#N	qikmimsiiq	N	[Abs.Sg]		55	__siigh(N__)		{}
55.7	qikminguuq#V	qikminguuq	V	[Ind.Intr]^[3Sg]		55	__ge(N__)		{}
55.8	qikmiighutuuq#V	qikmiighutuuq	V	[Ind.Intr]^[3Sg]		55	~:(ng)i:ghute(N__)		{}
55.9	qikmiisugtuuq#V	qikmiisugtuuq	V	[Ind.Intr]^[3Sg]		55	~:(ng)isug(N__)		{}
55.1	qikmiiguuq#V	qikmiiguuq	V	[Ind.Intr]^[3Sg]		55	~:(ng)u(N__)		{}
55.11	qikmipestaaq#N	qikmipestaaq	N	[Abs.Sg]		55	__estaagh(N__)		{}
55.12	qikmighsiiq#V	qikmighsiiq	V	[Ind.Intr]^[3Sg]		55	#NAME?		{}
55.13	qikmisiiq#N	qikmisiiq	N	[Abs.Sg]		55	__iigh(N__)		{}
55.14	qikmighsugnituuq#V	qikmighsugnituuq	V	[Ind.Intr]^[3Sg]		55	#NAME?		{}
55.15	qikmiqlu#N	qikmiqlu	N	[Abs.Sg]		55	#NAME?		{}
55.16	qikmiquuq#V	qikmiquuq	V	[Ind.Intr]^[3Sg]		55	~__e(N__)		{}
55.17	qikmighrugllaak#N	qikmighrugllaak	N	[Abs.Sg]		55	__hrugllag(N__)		{}
55.18	qikmiiguuq#V	qikmiiguuq	V	[Ind.Intr]^[3Sg]		55	~:(ng)u(N__)		{}
55.19	qikmilguuq#V	qikmilguuq	V	[Ind.Intr]^[3Sg]		55	__gu(N__)		{}
55.2	qikmighrugllalek#N	qikmighrugllalek	N	[Abs.Sg]		55.19	__eg(N__)		{}
55.21	qikmiigwaquuq#V	qikmiigwaquuq	V	[Ind.Intr]^[3Sg]		55.2	~(g)aqe(V__)		{}
									
56	kiikw#N	kiikw	N	[Abs.Sg]					{}
56.1	kiiwhaaq#N	kiiwhaaq	N	[Abs.Sg]		56	__hhagh*(N__)		{}
56.2	kiiwhllaak#N	kiiwhllaak	N	[Abs.Sg]		56	__hllag(N__)		{}
56.3	kiiwmetuuq#V	kiiwmetuuq	V	[Ind.Intr]^[3Sg]		56	~fmete(N__)		{}
56.4	kiiwhtaaq#N	kiiwhtaaq	N	[Abs.Sg]		56	#NAME?		{}
56.5	kiiwhtuuq#V	kiiwhtuuq	V	[Ind.Intr]^[3Sg]		56	#NAME?		{}
56.6	kiiwhllaak#N	kiiwhllaak	N	[Abs.Sg]		56	__hllag(N__)		{}
56.7	kiiwrugllaak#N	kiiwrugllaak	N	[Abs.Sg]		56	__hrugllag(N__)		{}
									
57	meq#N	meq	N	[Abs.Sg]					{}
57.1	meghhaaq#N	meghhaaq	N	[Abs.Sg]		57	__hhagh*(N__)		{}
57.2	meghquuq#V	meghquuq	V	[Ind.Intr]^[3Sg]		57	__hqu(N__)		{}
57.3	meghquutuuq#V	meghquutuuq	V	[Ind.Intr]^[3Sg]		57	__hquute(N__)		{}
57.4	melghutaaq#N	melghutaaq	N	[Abs.Sg]		57	__ghutagh(N__)		{}
57.5	meghisagtuuq#V	meghisagtuuq	V	[Ind.Intr]^[3Sg]		57	~:(ng)isag(N__)		{}
57.6	mengllaghtuuq#V	mengllaghtuuq	V	[Ind.Intr]^[3Sg]		57	__gllagh(N__)		{}
57.7	meghpalluuq#N	meghpalluuq	N	[Abs.Sg]		57	~f(p/v)allugh(N__)		{}
57.8	meraaghinaaq#N	meraaghinaaq	N	[Abs.Sg]		57	__aaghinagh*(N__)		{}
57.9	meghyagwa#N	meghyagwa	N	[Abs.Sg]		57	#NAME?		{}
57.1	meghuuq#V	meghuuq	V	[Ind.Intr]^[3Sg]		57	~:(ng)u(N__)		{}
57.11	meraaghinaghllaak#N	meraaghinaghllaak	N	[Abs.Sg]		57.1	__hllag(N__)		{}
									
58	nagneghtuuq#V	nagneghtuuq	V	[Ind.Intr]^[3Sg]					{}
58.1	nagneghllagtuuq#V	nagneghllagtuuq	V	[Ind.Intr]^[3Sg]		58	__hllag(V__)		{}
									
59	nuna#N	nuna	N	[Abs.Sg]					{}
59.1	nunaghllaak#N	nunaghllaak	N	[Abs.Sg]		59	__hllag(N__)		{}
59.2	nunangwaaq#N	nunangwaaq	N	[Abs.Sg]		59	~_(ghw/ngw/w)aagh(N__)		{}
59.3	nunalguun#N	nunalguun	N	[Abs.Sg]		59	__gute(N__)		{}
59.4	nunalguun#N	nunalguun	N	[Abs.Sg]		59	__gute(N__)		{}
59.5	nunanguuq#V	nunanguuq	V	[Ind.Intr]^[3Sg]		59	__ge(N__)		{}
59.6	nunangituuq#V	nunangituuq	V	[Ind.Intr]^[3Sg]		59	~:(ng)ite(N__)		{}
59.7	nunapiik#N	nunapiik	N	[Abs.Sg]		59	__ig(N__)		{}
59.8	nunaqituuq#V	nunaqituuq	V	[Ind.Intr]^[3Sg]		59	~__ite(N__)		{}
59.9	nunasiiq#V	nunasiiq	V	[Ind.Intr]^[3Sg]		59	#NAME?		{}
59.1	nunasquuq#N	nunasquuq	N	[Abs.Sg]		59	__qugh(N__)		{}
59.11	nunaghllaak#N	nunaghllaak	N	[Abs.Sg]		59	__hllag(N__)		{}
									
60	tuma#N	tuma	N	[Abs.Sg]					{}
60.1	tumeghllaak#N	tumeghllaak	N	[Abs.Sg]		60	__hllag(N__)		{}
60.2	tuumkuuq#V	tuumkuuq	V	[Ind.Intr]^[3Sg]		60	~__e(N__)		{}
60.3	tumangightuuq#V	tumangightuuq	V	[Ind.Intr]^[3Sg]		60	~:(ng)igh(N__)		{}
60.4	tumangightuuq#V	tumangightuuq	V	[Ind.Intr]^[3Sg]		60	~:(ng)igh(N__)		{}
60.5	tumangituuq#V	tumangituuq	V	[Ind.Intr]^[3Sg]		60	~:(ng)ite(N__)		{}
60.6	tumangituuq#V	tumangituuq	V	[Ind.Intr]^[3Sg]		60	~:(ng)ite(N__)		{}
60.7	tuumnguuq#V	tuumnguuq	V	[Ind.Intr]^[3Sg]		60	~:(ng)u(N__)		{}
60.8	tuumvalluuq#N	tuumvalluuq	N	[Abs.Sg]		60	~f(p/v)allugh(N__)		{}
									
61	angyaaq#N	angyaaq	N	[Abs.Sg]					{}
61.1	angyaghllaak#N	angyaghllaak	N	[Abs.Sg]		61	__hllag(N__)		{}
61.2	angyaghquuq#V	angyaghquuq	V	[Ind.Intr]^[3Sg]		61	__hqu(N__)		{}
61.3	angyaghruuk#N	angyaghruuk	N	[Abs.Sg]		61	__hrug(N__)		{}
61.4	angyaghiiraaghtuuq#V	angyaghiiraaghtuuq	V	[Ind.Intr]^[3Sg]		61	~fiiraagh(N__)		{}
61.5	angyaqaghqaaq#N	angyaqaghqaaq	N	[Abs.Sg]		61	~__aghqagh(N__)		{}
61.6	angyaquuq#V	angyaquuq	V	[Ind.Intr]^[3Sg]		61	~__e(N__)		{}
61.7	angyaqegtaaq#N	angyaqegtaaq	N	[Abs.Sg]		61	~__egtagh(N__)		{}
61.8	angyaqegtuuq#V	angyaqegtuuq	V	[Ind.Intr]^[3Sg]		61	~__egte(N__)		{}
61.9	angyaqenghhaaq#N	angyaqenghhaaq	N	[Abs.Sg]		61	~__enghhagh*(N__)		{}
61.1	angyalek#N	angyalek	N	[Abs.Sg]		61	__eg(N__)		{}
61.11	angyalgightuuq#V	angyalgightuuq	V	[Ind.Intr]^[3Sg]		61	__gigh(N__)		{}
61.12	angyaliightuuq#V	angyaliightuuq	V	[Ind.Intr]^[3Sg]		61	__iigh(N__)		{}
61.13	angyaliituuq#V	angyaliituuq	V	[Ind.Intr]^[3Sg]		61	__iite(N__)		{}
61.14	angyallaak#N	angyallaak	N	[Abs.Sg]		61	__laag(N__)		{}
61.15	angyallegaaq#N	angyallegaaq	N	[Abs.Sg]		61	__legagh*(N__)		{}
61.16	angyalugpigaaq#N	angyalugpigaaq	N	[Abs.Sg]		61	__ugpigagh(N__)		{}
61.17	angyaluuk#N	angyaluuk	N	[Abs.Sg]		61	__ug(N__)		{}
61.18	angyangestaaq#N	angyangestaaq	N	[Abs.Sg]		61	__gestagh(N__)		{}
61.19	angyangestaaq#N	angyangestaaq	N	[Abs.Sg]		61	__gestagh(N__)		{}
61.2	angyiighutuuq#V	angyiighutuuq	V	[Ind.Intr]^[3Sg]		61	~:(ng)i:ghute(N__)		{}
61.21	angyiituuq#V	angyiituuq	V	[Ind.Intr]^[3Sg]		61	~:(ng)ite(N__)		{}
61.22	angyangllaghtuuq#V	angyangllaghtuuq	V	[Ind.Intr]^[3Sg]		61	__gllagh(N__)		{}
61.23	angyaghniightuuq#V	angyaghniightuuq	V	[Ind.Intr]^[3Sg]		61	@~fniigh(N__)		{}
61.24	angyapenaaq#N	angyapenaaq	N	[Abs.Sg]		61	__enaagh(N__)		{}
61.25	angyapiik#N	angyapiik	N	[Abs.Sg]		61	__ig(N__)		{}
61.26	angyaqruuk#N	angyaqruuk	N	[Abs.Sg]		61	__rug(N__)		{}
61.27	angyaghraghaaq#N	angyaghraghaaq	N	[Abs.Sg]		61	#NAME?		{}
61.28	angyaghsiiq#V	angyaghsiiq	V	[Ind.Intr]^[3Sg]		61	#NAME?		{}
61.29	angyasiiq#N	angyasiiq	N	[Abs.Sg]		61	__iigh(N__)		{}
61.3	angyasqughhaaq#N	angyasqughhaaq	N	[Abs.Sg]		61	__qughhagh*(N__)		{}
61.31	angyasqullgaaq#N	angyasqullgaaq	N	[Abs.Sg]		61	__qullgagh(N__)		{}
61.32	angyasquuq#N	angyasquuq	N	[Abs.Sg]		61	__qugh(N__)		{}
61.33	angyangllaghtuuq#V	angyangllaghtuuq	V	[Ind.Intr]^[3Sg]		61	__gllagh(N__)		{}
61.34	angyiituuq#V	angyiituuq	V	[Ind.Intr]^[3Sg]		61	~:(ng)ite(N__)		{}
61.35	angyiituuq#V	angyiituuq	V	[Ind.Intr]^[3Sg]		61	~:(ng)ite(N__)		{}
61.36	angyaghllaak#N	angyaghllaak	N	[Abs.Sg]		61	__hllag(N__)		{}
61.37	angyaaguuq#V	angyaaguuq	V	[Ind.Intr]^[3Sg]		61	~:(ng)u(N__)		{}
61.38	angyasquuq#N	angyasquuq	N	[Abs.Sg]		61	__qugh(N__)		{}
61.39	angyasqughhaaq#N	angyasqughhaaq	N	[Abs.Sg]		61	__qughhagh*(N__)		{}
61.4	angyasqughhaaq#N	angyasqughhaaq	N	[Abs.Sg]		61	__qughhagh*(N__)		{}
61.41	angyaghllaak#N	angyaghllaak	N	[Abs.Sg]		61	__hllag(N__)		{}
61.42	angyaghllaak#N	angyaghllaak	N	[Abs.Sg]		61	__hllag(N__)		{}
61.43	angyangllavziightuuq#V	angyangllavziightuuq	V	[Ind.Intr]^[3Sg]		61.42	__ziigh(V__)		{}
61.44	angyiilnguuq#N	angyiilnguuq	N	[Abs.Sg]		61.43	@ngugh(V__)		{}
61.45	angyiillaataghtuuq#V	angyiillaataghtuuq	V	[Ind.Intr]^[3Sg]		61.43	@~flaatagh(V__)		{}
61.46	angyaagwaquuq#V	angyaagwaquuq	V	[Ind.Intr]^[3Sg]		61.45	~(g)aqe(V__)		{}
61.47	angyasqughhalguuq#V	angyasqughhalguuq	V	[Ind.Intr]^[3Sg]		61.46	__gu(N__)		{}
61.48	angyasqughhalgunghituuq#V	angyasqughhalgunghituuq	V	[Ind.Intr]^[3Sg]		61.47	@__ghite(V__)		{}
									
62	atkuuk#N	atkuuk	N	[Abs.Sg]					{}
62.1	atkugllaak#N	atkugllaak	N	[Abs.Sg]		62	__hllag(N__)		{}
62.2	atkugquuq#V	atkugquuq	V	[Ind.Intr]^[3Sg]		62	__hqu(N__)		{}
62.3	atkugwaaq#N	atkugwaaq	N	[Abs.Sg]		62	~_(ghw/ngw/w)aagh(N__)		{}
62.4	atkukaghqaaq#N	atkukaghqaaq	N	[Abs.Sg]		62	~__aghqagh(N__)		{}
62.5	atkukuuq#V	atkukuuq	V	[Ind.Intr]^[3Sg]		62	~__e(N__)		{}
62.6	atkukenghhaaq#N	atkukenghhaaq	N	[Abs.Sg]		62	~__enghhagh*(N__)		{}
